timestamp,temperature,vibration,pressure,gas_ppm,failure
2025-05-18 00:15:33.909898,69.31140762422653,2.46100926920791,4.562022698525115,162.833733399237,0
2025-05-18 00:16:03.909898,69.09673002758616,3.5157004774181764,4.73527975366635,213.23261404570044,0
2025-05-18 00:16:33.909898,75.79502234616334,2.6831544926328537,5.236356675111411,195.28209074505747,0
2025-05-18 00:17:03.909898,68.15776879027534,4.049696505930613,4.939829979729555,202.22244404331587,1
2025-05-18 00:17:33.909898,69.43908226745246,2.9836857071180116,5.805798008960479,195.35633339707627,1
2025-05-18 00:18:03.909898,70.10688939383596,2.7629866435862755,5.152767640277724,218.83025898819548,0
2025-05-18 00:18:33.909898,67.35221261509376,2.361308196018656,4.832173640407985,189.01200977910375,0
2025-05-18 00:19:03.909898,60.76960154368675,2.3387154230405764,5.036427463312777,194.47046228952848,0
2025-05-18 00:19:33.909898,71.13002720133633,3.29678139540405,5.127855142006693,192.70820985273377,0
2025-05-18 00:20:03.909898,74.18899011631163,2.8961607872482067,4.753848444724651,184.68826875574214,0
2025-05-18 00:20:33.909898,68.4746515387374,2.8056738185221817,4.705204943829186,187.49769161369446,0
2025-05-18 00:21:03.909898,62.38180857217596,3.09597526148039,4.978209370704422,230.99218514189968,0
2025-05-18 00:21:33.909898,67.61666590885403,3.6647098678800187,4.7577340053640444,210.96978709427404,0
2025-05-18 00:22:03.909898,71.1815676391316,3.3564697330327604,4.850376524560645,206.44355680847767,0
2025-05-18 00:22:33.909898,68.7650138710214,2.816373754541627,4.740851133614282,179.62494202691857,0
2025-05-18 00:23:03.909898,66.08812014001509,2.3066701571759003,5.044645647712735,184.80309766387938,0
2025-05-18 00:23:33.909898,70.99358863545226,3.041244003833901,5.741163222796802,172.18210739511986,1
2025-05-18 00:24:03.909898,72.94384877872479,2.472877150784156,5.239232864206338,210.6327166451589,0
2025-05-18 00:24:33.909898,71.5184752404912,3.6153546636987652,4.803580933653238,201.7505195641921,0
2025-05-18 00:25:03.909898,70.99942895161293,2.427375062668803,5.1041906381171716,214.50534317088926,0
2025-05-18 00:25:33.909898,73.2043916546706,2.4015667066209536,5.448200103302743,215.42594034066136,0
2025-05-18 00:26:03.909898,62.84558165980526,1.9838706698232285,5.005886334382362,217.7464473823217,0
2025-05-18 00:26:33.909898,72.46554893719428,2.9808839077103206,5.126213098282339,198.55382635436322,0
2025-05-18 00:27:03.909898,67.367787656445,2.8730922183337446,4.791526923906388,224.8420515377444,0
2025-05-18 00:27:33.909898,62.52585769269213,2.687623435056055,4.957988237519738,201.55940891298079,0
2025-05-18 00:28:03.909898,70.06828269862747,2.694368259069483,4.546901393229254,201.32173572799016,0
2025-05-18 00:28:33.909898,79.58992782344183,2.29858620666118,5.281818545693098,194.46599829229743,0
2025-05-18 00:29:03.909898,71.09277266609928,2.374818463498517,4.599048915229084,192.83008431673696,0
2025-05-18 00:29:33.909898,67.36003019128358,3.2055555753852234,4.4295579684511015,190.90392105640822,0
2025-05-18 00:30:03.909898,69.71603938226617,3.2612686271627482,4.56699220969518,216.30734164056005,0
2025-05-18 00:30:33.909898,69.63224744834741,3.2105954445974985,4.5402118925863775,188.58494524945493,0
2025-05-18 00:31:03.909898,70.83520728397683,3.5791607154049387,5.384810248671256,190.69449689722012,0
2025-05-18 00:31:33.909898,68.67145048254928,3.471509502017977,5.035809788779971,223.2194760145685,0
2025-05-18 00:32:03.909898,69.27486751865577,1.8460399117438493,5.389338967007578,187.09034078005027,0
2025-05-18 00:32:33.909898,78.8222614677271,2.565176019024578,5.1964614167875265,228.67135381797698,0
2025-05-18 00:33:03.909898,69.6098146270425,3.004440940974972,5.195018756211001,231.43768036642328,0
2025-05-18 00:33:33.909898,76.97490931085035,2.484431261835722,5.331374327149124,233.1441410717903,0
2025-05-18 00:34:03.909898,69.27618676637682,3.3079070145868923,4.729523809766421,209.9341760954858,0
2025-05-18 00:34:33.909898,68.24651123657954,3.79063477153448,4.723902078895371,207.90297662975257,0
